Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Spending_Per_Age
49-825-3438,50,Male,High,Widowed,High School,High,Vabalninkas,Mobile Accessories,435.23,2,In-Store,2,4,0.0,,Somewhat Sensitive,2,2,Medium,Smartphone,Cash,2/27/2024,False,True,Impulsive,Express,13,8.704600000000001
31-783-9785,19,Female,High,Divorced,Master's,Middle,Jambuwerkrajan,Toys & Games,218.65,3,Online,4,2,2.0,Low,Very Sensitive,0,9,Medium,Smartphone,Credit Card,7/17/2024,True,True,Impulsive,Standard,4,11.507894736842106
58-059-8187,27,Male,High,Widowed,High School,Middle,Ozubulu,Health Supplements,207.66,10,In-Store,2,3,1.0,High,Very Sensitive,2,2,Medium,Desktop,Other,7/8/2024,False,True,Wants-based,Standard,8,7.691111111111111
74-882-6648,34,Female,High,Married,High School,High,Nakhchivan,Arts & Crafts,141.09,7,In-Store,3,4,0.0,High,Very Sensitive,2,3,High,Desktop,Debit Card,6/19/2024,False,True,Wants-based,Express,1,4.149705882352941
03-180-9200,39,Male,High,Divorced,Bachelor's,Middle,Curumaní,Packages),142.7,6,In-Store,3,2,1.0,,Very Sensitive,0,4,,Desktop,Credit Card,5/17/2024,False,True,Impulsive,No Preference,11,3.658974358974359
46-578-1425,44,Male,High,Divorced,Master's,High,Praia,Animal Feed,64.09,10,Online,5,5,0.0,,Somewhat Sensitive,0,6,Low,Desktop,Credit Card,10/20/2024,True,False,Need-based,Express,7,1.4565909090909093
13-588-5783,20,Female,Middle,Married,High School,Middle,São Cristóvão,Toys & Games,126.26,2,Online,4,5,1.0,,Somewhat Sensitive,1,6,,Smartphone,Debit Card,9/19/2024,True,False,Planned,Standard,13,6.313000000000001
25-085-7917,42,Female,Middle,Single,High School,High,Pallisa,Hotels,195.05,5,In-Store,2,1,2.0,Medium,Not Sensitive,0,10,High,Smartphone,Other,5/21/2024,True,False,Impulsive,No Preference,11,4.644047619047619
66-085-1226,22,Female,Middle,Married,Master's,High,San Pascual,Groceries,432.84,7,Mixed,4,5,2.0,High,Very Sensitive,0,1,High,Tablet,Debit Card,2/5/2024,False,False,Wants-based,No Preference,4,19.674545454545452
37-037-1765,30,Male,High,Married,Bachelor's,Middle,‘Aşīrah ash Shamālīyah,Jewelry & Accessories,404.12,6,In-Store,1,3,1.0,High,Very Sensitive,0,4,Low,Smartphone,Debit Card,2/29/2024,False,False,Impulsive,Express,11,13.470666666666666
48-630-6410,39,Male,High,Divorced,Master's,High,Dom Pedrito,Groceries,438.26,10,In-Store,3,4,1.0,,Somewhat Sensitive,1,3,Medium,Smartphone,Debit Card,7/4/2024,True,False,Planned,Express,10,11.237435897435898
50-471-0212,19,Female,High,Single,Bachelor's,High,San Sebastián de Yalí,Jewelry & Accessories,233.02,4,Mixed,3,3,1.0,Medium,Not Sensitive,0,3,Medium,Smartphone,Cash,10/29/2024,False,False,Impulsive,Standard,8,12.26421052631579
48-642-5768,26,Female,Middle,Widowed,Bachelor's,Middle,Shchëkino,Packages),273.41,7,Online,3,5,2.0,Low,Very Sensitive,0,9,Medium,Tablet,Other,10/17/2024,True,False,Planned,Standard,2,10.515769230769232
15-152-9751,21,Female,High,Married,High School,Middle,Turkestan,Furniture,338.96,10,Online,1,4,2.0,High,Somewhat Sensitive,1,9,High,Desktop,Debit Card,11/4/2024,True,True,Wants-based,Standard,4,16.14095238095238
23-451-9920,37,Male,Middle,Divorced,Master's,High,Rzeczenica,Luxury Goods,75.91,12,Mixed,3,5,2.0,Low,Very Sensitive,0,6,,Desktop,PayPal,11/21/2024,True,True,Planned,No Preference,1,2.0516216216216216
09-775-4058,23,Male,High,Married,High School,High,Perzów,Mobile Accessories,425.21,12,Online,2,4,2.0,Low,Somewhat Sensitive,0,4,High,Desktop,Other,3/25/2024,True,True,Planned,Express,12,18.487391304347824
43-595-0966,46,Male,Middle,Married,Master's,Middle,Sabon Gari-Nangere,Software & Apps,268.8,2,In-Store,1,3,0.0,High,Very Sensitive,1,7,,Desktop,Debit Card,4/20/2024,False,False,Need-based,Standard,12,5.843478260869565
56-592-0089,35,Female,Middle,Divorced,Master's,High,Hengshui,Health Care,170.71,10,Mixed,5,3,0.0,Low,Somewhat Sensitive,1,9,Low,Desktop,Credit Card,4/14/2024,True,True,Planned,No Preference,7,4.877428571428571
29-374-1297,33,Non-binary,Middle,Widowed,High School,Middle,Nantes,Animal Feed,444.05,10,Online,5,4,0.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,6/4/2024,True,True,Wants-based,Standard,8,13.456060606060607
80-728-6133,47,Male,Middle,Divorced,High School,Middle,Tamorot,Gardening & Outdoors,255.1,5,Mixed,5,1,2.0,High,Very Sensitive,1,1,Low,Desktop,PayPal,1/28/2024,True,False,Planned,No Preference,14,5.427659574468085
58-502-7490,32,Male,High,Widowed,Bachelor's,High,Sinchao,Health Supplements,236.44,6,Mixed,4,4,0.0,Medium,Very Sensitive,2,2,,Smartphone,PayPal,5/15/2024,False,False,Impulsive,Standard,6,7.38875
23-537-0742,20,Male,Middle,Widowed,Bachelor's,High,Anding,Furniture,201.69,11,Mixed,4,5,0.0,High,Very Sensitive,2,8,Low,Tablet,Other,7/19/2024,True,False,Planned,No Preference,3,10.0845
22-483-3115,37,Female,High,Single,Bachelor's,Middle,Rukem,Arts & Crafts,390.51,6,Online,3,2,0.0,Medium,Very Sensitive,0,2,High,Desktop,Cash,4/15/2024,False,False,Wants-based,Express,6,10.554324324324323
57-372-5969,35,Non-binary,High,Divorced,Master's,High,Bogovarovo,Clothing,442.29,9,Mixed,1,2,0.0,Medium,Somewhat Sensitive,1,2,Low,Tablet,PayPal,9/11/2024,False,False,Planned,Express,13,12.636857142857144
37-283-9076,18,Female,Middle,Single,High School,High,Valbo,Furniture,89.6,7,In-Store,5,3,2.0,,Not Sensitive,1,5,Low,Desktop,Cash,3/10/2024,False,False,Planned,Standard,8,4.977777777777778
39-075-3518,27,Male,Middle,Widowed,High School,High,Jaguaruana,Sports & Outdoors,166.74,6,Mixed,2,5,0.0,High,Not Sensitive,0,6,Low,Desktop,Other,1/14/2024,False,False,Impulsive,No Preference,1,6.1755555555555555
84-315-7189,29,Female,High,Married,Bachelor's,Middle,Ţāqchah Khānah,Mobile Accessories,299.28,12,Mixed,4,5,1.0,High,Somewhat Sensitive,0,9,High,Smartphone,Debit Card,5/29/2024,False,False,Wants-based,Standard,3,10.319999999999999
75-964-5589,24,Male,High,Widowed,Master's,High,Lipovci,Sports & Outdoors,404.57,5,Mixed,4,3,0.0,Medium,Not Sensitive,2,7,,Smartphone,Debit Card,8/31/2024,False,True,Need-based,Express,14,16.857083333333332
06-594-3417,27,Male,High,Single,Bachelor's,High,Panagyurishte,Software & Apps,344.81,10,In-Store,3,1,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,12/23/2024,True,True,Wants-based,Express,14,12.770740740740742
08-297-3351,34,Male,High,Single,Master's,High,Thị Trấn Than Uyên,Health Care,217.84,10,Online,2,2,2.0,,Very Sensitive,0,8,High,Tablet,Cash,1/16/2024,True,True,Wants-based,Standard,11,6.407058823529412
05-546-5128,21,Male,Middle,Divorced,Bachelor's,Middle,Clichy,Sports & Outdoors,445.34,9,In-Store,5,2,1.0,Low,Somewhat Sensitive,1,3,High,Tablet,Cash,3/4/2024,True,True,Impulsive,No Preference,3,21.206666666666667
79-759-6726,18,Male,High,Widowed,High School,High,Kłoczew,Home Appliances,151.73,3,In-Store,2,4,1.0,Medium,Very Sensitive,1,3,,Smartphone,Other,9/24/2024,False,True,Wants-based,Express,11,8.429444444444444
12-851-1771,50,Bigender,High,Married,High School,High,Zhukovo,Electronics,123.73,9,Online,1,4,0.0,High,Not Sensitive,2,5,High,Smartphone,Credit Card,10/7/2024,False,True,Need-based,No Preference,10,2.4746
79-960-1714,31,Male,Middle,Single,Master's,High,Nyköping,Travel & Leisure (Flights,370.54,2,In-Store,3,3,0.0,Low,Very Sensitive,1,9,Low,Smartphone,Credit Card,3/25/2024,True,False,Impulsive,No Preference,7,11.952903225806452
30-417-6981,45,Male,High,Married,Master's,High,Jianmin,Baby Products,152.87,3,In-Store,1,5,2.0,High,Very Sensitive,1,8,,Tablet,Debit Card,8/20/2024,False,False,Impulsive,Express,11,3.397111111111111
91-532-5399,29,Male,Middle,Single,Master's,Middle,Bucaramanga,Health Supplements,295.75,4,Mixed,1,1,0.0,High,Somewhat Sensitive,1,10,Low,Tablet,Credit Card,12/7/2024,True,True,Need-based,Standard,8,10.198275862068966
89-997-9041,36,Male,High,Widowed,High School,Middle,Kudanding,Office Supplies,358.11,11,Mixed,5,1,0.0,High,Very Sensitive,0,3,High,Desktop,Credit Card,9/3/2024,False,False,Need-based,Standard,11,9.9475
26-235-6745,27,Female,High,Widowed,Master's,High,Kyoto,Jewelry & Accessories,63.6,12,Mixed,5,1,0.0,High,Not Sensitive,2,1,,Desktop,PayPal,2/9/2024,False,True,Wants-based,No Preference,6,2.3555555555555556
99-080-9462,24,Male,High,Single,High School,Middle,Saraburi,Books,419.53,3,Mixed,1,5,2.0,High,Not Sensitive,2,10,Medium,Tablet,Other,3/27/2024,False,False,Wants-based,Express,6,17.480416666666667
87-056-8987,49,Agender,High,Widowed,High School,Middle,Negeriagung,Groceries,491.92,10,In-Store,5,3,0.0,Medium,Very Sensitive,1,1,Low,Desktop,Credit Card,12/29/2024,False,False,Wants-based,Standard,2,10.039183673469388
06-160-8063,21,Bigender,Middle,Divorced,High School,High,Latacunga,Sports & Outdoors,114.44,4,Online,5,3,2.0,Low,Not Sensitive,1,9,,Desktop,Credit Card,10/20/2024,False,False,Planned,Express,1,5.449523809523809
73-434-2308,19,Female,Middle,Married,Master's,High,Guanzhou,Mobile Accessories,388.82,10,Mixed,2,3,0.0,Low,Very Sensitive,0,8,Low,Desktop,Other,9/3/2024,False,False,Need-based,No Preference,6,20.46421052631579
84-260-6464,23,Female,Middle,Married,Bachelor's,High,Tabuc Pontevedra,Mobile Accessories,58.32,7,In-Store,1,5,0.0,Low,Not Sensitive,1,6,Low,Smartphone,PayPal,3/13/2024,True,True,Need-based,Standard,8,2.5356521739130433
00-149-4481,28,Female,High,Divorced,Master's,High,Kabale,Groceries,464.76,2,Mixed,5,1,0.0,Low,Very Sensitive,0,3,Low,Desktop,Debit Card,2/4/2024,False,True,Need-based,No Preference,3,16.59857142857143
05-710-6109,27,Female,High,Divorced,Master's,High,Malveira,Home Appliances,116.92,7,Mixed,2,3,2.0,,Very Sensitive,2,3,Low,Desktop,Debit Card,3/31/2024,True,False,Impulsive,No Preference,14,4.33037037037037
84-724-8407,47,Female,High,Divorced,Bachelor's,Middle,Veiga,Jewelry & Accessories,396.76,8,Online,3,3,1.0,,Very Sensitive,2,4,High,Tablet,Cash,7/17/2024,True,True,Planned,Express,8,8.441702127659575
45-795-1873,20,Agender,High,Widowed,Master's,Middle,Jagistay,Packages),393.35,7,Mixed,3,4,2.0,High,Not Sensitive,0,4,High,Tablet,Credit Card,6/16/2024,True,True,Need-based,No Preference,12,19.6675
06-647-3248,26,Female,High,Single,Master's,High,Yuannan,Electronics,114.03,7,Mixed,4,3,0.0,Medium,Not Sensitive,1,10,High,Tablet,Credit Card,4/13/2024,True,True,Planned,No Preference,6,4.385769230769231
06-767-5206,49,Male,High,Single,Bachelor's,Middle,Mount Darwin,Health Supplements,109.97,4,In-Store,4,4,1.0,,Very Sensitive,1,5,,Tablet,Credit Card,8/12/2024,True,False,Wants-based,No Preference,1,2.244285714285714
94-288-4423,39,Female,High,Widowed,Master's,High,Qal‘eh-ye Khvājeh,Beauty & Personal Care,310.23,12,In-Store,1,4,0.0,,Somewhat Sensitive,0,6,,Desktop,PayPal,12/17/2024,True,False,Impulsive,Express,3,7.954615384615385
49-891-9711,22,Male,Middle,Divorced,Master's,Middle,Veiga,Travel & Leisure (Flights,383.13,3,Mixed,4,5,0.0,Medium,Not Sensitive,2,6,,Desktop,Cash,9/25/2024,False,False,Need-based,No Preference,7,17.415
08-806-0588,25,Male,High,Single,High School,Middle,Al Qarārah,Health Supplements,434.86,11,In-Store,2,5,2.0,High,Somewhat Sensitive,0,4,Medium,Smartphone,Other,6/24/2024,True,False,Impulsive,Express,11,17.3944
94-746-2001,30,Female,Middle,Married,Bachelor's,Middle,Fandriana,Office Supplies,489.1,9,Mixed,3,4,1.0,Low,Somewhat Sensitive,2,4,Medium,Smartphone,Credit Card,11/18/2024,True,False,Need-based,Standard,13,16.303333333333335
38-943-5744,19,Polygender,High,Married,Bachelor's,High,Carregueira,Jewelry & Accessories,288.15,3,Online,1,4,1.0,High,Somewhat Sensitive,1,4,Medium,Tablet,Cash,8/6/2024,True,False,Impulsive,Standard,13,15.165789473684208
98-535-8497,35,Male,High,Divorced,Master's,Middle,Lincheng,Clothing,105.87,12,Mixed,3,2,1.0,Low,Not Sensitive,1,1,Medium,Tablet,Cash,9/15/2024,False,False,Planned,Express,4,3.024857142857143
33-243-8793,45,Male,Middle,Widowed,High School,High,Semenivka,Luxury Goods,163.4,3,In-Store,3,5,1.0,High,Somewhat Sensitive,2,10,High,Desktop,Cash,7/8/2024,True,False,Planned,Standard,7,3.631111111111111
99-581-5577,20,Male,High,Single,High School,High,Yläne,Gardening & Outdoors,422.92,6,Mixed,4,1,2.0,,Somewhat Sensitive,0,6,Low,Desktop,Debit Card,10/17/2024,False,True,Planned,No Preference,6,21.146
64-180-2404,48,Male,Middle,Divorced,High School,High,Cendagah,Gardening & Outdoors,361.48,10,Online,1,4,1.0,Medium,Somewhat Sensitive,2,9,High,Tablet,Cash,6/16/2024,True,True,Wants-based,Express,13,7.530833333333334
73-097-0986,23,Male,Middle,Single,Master's,High,Fīrūzābād,Hotels,270.82,2,In-Store,4,2,0.0,,Somewhat Sensitive,1,8,Low,Tablet,Other,10/30/2024,True,False,Wants-based,Standard,13,11.774782608695652
88-051-0567,49,Female,High,Widowed,High School,High,Trondheim,Toys & Games,372.26,11,In-Store,1,5,2.0,,Very Sensitive,1,8,High,Smartphone,PayPal,8/13/2024,False,True,Wants-based,Express,6,7.597142857142857
44-715-9594,23,Female,Middle,Widowed,Bachelor's,High,Yakovlevo,Electronics,208.59,3,Mixed,1,1,2.0,Medium,Somewhat Sensitive,0,4,,Desktop,PayPal,9/3/2024,True,False,Impulsive,Express,1,9.06913043478261
84-188-6577,39,Male,Middle,Widowed,High School,High,Katav-Ivanovsk,Gardening & Outdoors,163.22,8,Online,5,3,0.0,High,Somewhat Sensitive,1,3,,Smartphone,PayPal,7/1/2024,False,True,Wants-based,No Preference,8,4.185128205128205
19-116-4723,45,Male,High,Married,High School,High,Voznesenskoye,Animal Feed,364.98,7,In-Store,4,1,0.0,Low,Very Sensitive,0,1,,Desktop,Cash,5/11/2024,True,False,Wants-based,Standard,8,8.110666666666667
21-783-9242,31,Genderqueer,High,Divorced,Master's,High,Voskhod,Groceries,142.43,3,In-Store,2,5,2.0,High,Very Sensitive,1,9,,Desktop,PayPal,9/28/2024,True,False,Planned,Express,8,4.594516129032258
95-528-2313,19,Female,Middle,Married,Bachelor's,High,Gudja,Electronics,449.72,3,Mixed,3,3,0.0,High,Somewhat Sensitive,1,9,,Smartphone,Other,2/18/2024,True,True,Wants-based,Express,3,23.669473684210526
94-682-4886,27,Male,Middle,Single,Bachelor's,High,Gawul,Gardening & Outdoors,241.56,12,Mixed,3,2,0.0,High,Not Sensitive,0,5,High,Tablet,PayPal,11/28/2024,True,False,Need-based,Express,2,8.946666666666667
55-944-9669,32,Bigender,Middle,Divorced,Master's,High,Sobeok,Clothing,249.73,5,Mixed,1,4,2.0,Low,Very Sensitive,1,4,Low,Desktop,Cash,11/15/2024,True,False,Wants-based,No Preference,1,7.8040625
32-314-2958,24,Male,Middle,Married,Master's,High,Nanhuang,Home Appliances,437.3,7,Mixed,2,4,0.0,High,Somewhat Sensitive,0,7,,Tablet,Cash,7/24/2024,True,True,Impulsive,No Preference,1,18.220833333333335
67-697-2331,22,Male,Middle,Married,Master's,High,Tanudan,Groceries,277.29,4,Mixed,1,4,1.0,,Somewhat Sensitive,2,8,Low,Smartphone,Credit Card,1/27/2024,True,True,Wants-based,No Preference,4,12.60409090909091
28-855-1639,46,Male,High,Single,High School,Middle,Jiaozuo,Electronics,445.93,6,Online,5,5,2.0,High,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,5/15/2024,False,True,Need-based,No Preference,13,9.69413043478261
38-069-8615,37,Female,Middle,Married,Bachelor's,Middle,Takāb,Software & Apps,242.79,6,Mixed,2,4,0.0,High,Somewhat Sensitive,1,7,,Smartphone,Other,1/20/2024,True,False,Impulsive,Express,7,6.561891891891892
58-233-5963,34,Male,High,Single,Bachelor's,High,Gualeguay,Travel & Leisure (Flights,393.09,8,Online,5,3,2.0,Medium,Somewhat Sensitive,0,3,Medium,Tablet,Cash,4/11/2024,False,True,Planned,Standard,1,11.561470588235293
02-004-0620,32,Male,Middle,Single,Master's,High,Lagoa Seca,Groceries,167.61,2,Online,3,5,1.0,,Not Sensitive,2,2,Low,Desktop,Other,11/10/2024,True,False,Need-based,No Preference,13,5.2378125
78-822-9328,44,Male,High,Divorced,High School,Middle,Bugarama,Gardening & Outdoors,324.22,2,In-Store,4,2,0.0,,Somewhat Sensitive,1,6,Medium,Desktop,PayPal,4/18/2024,False,False,Wants-based,Express,14,7.368636363636364
73-359-1998,24,Female,Middle,Divorced,Bachelor's,Middle,Dicamay,Mobile Accessories,159.3,11,Mixed,5,4,0.0,Medium,Somewhat Sensitive,0,6,High,Tablet,PayPal,4/24/2024,False,True,Impulsive,Express,2,6.6375
84-459-7736,22,Genderqueer,Middle,Widowed,Master's,Middle,Xiluodu,Luxury Goods,324.39,5,Online,2,2,0.0,High,Very Sensitive,1,6,Medium,Desktop,PayPal,11/19/2024,True,False,Need-based,Express,1,14.745
07-395-5818,37,Agender,High,Single,High School,High,Ḩabābah,Clothing,198.89,2,In-Store,2,2,0.0,High,Not Sensitive,0,4,Low,Tablet,Credit Card,1/12/2024,False,False,Impulsive,Standard,1,5.375405405405405
07-560-6637,41,Female,Middle,Divorced,Master's,High,Lobuk,Clothing,287.18,7,In-Store,4,5,0.0,,Not Sensitive,0,1,,Tablet,Debit Card,3/11/2024,True,False,Planned,No Preference,8,7.0043902439024395
61-926-1691,32,Male,High,Divorced,High School,Middle,Waiwukak,Office Supplies,162.24,7,In-Store,5,3,1.0,,Very Sensitive,2,6,Low,Smartphone,PayPal,10/11/2024,False,False,Wants-based,Express,7,5.07
68-129-1060,37,Female,High,Divorced,Bachelor's,High,Abaeté,Arts & Crafts,92.97,6,In-Store,5,5,0.0,Medium,Very Sensitive,0,7,Low,Desktop,Other,12/15/2024,False,True,Impulsive,Standard,7,2.5127027027027027
04-052-5592,41,Male,Middle,Widowed,High School,Middle,Xiaqiao,Food & Beverages,144.39,12,In-Store,5,3,2.0,High,Very Sensitive,0,4,Low,Desktop,Cash,6/11/2024,True,True,Impulsive,Standard,12,3.5217073170731705
41-215-6092,37,Female,High,Single,High School,High,Zubūbah,Books,253.37,12,In-Store,2,5,0.0,,Very Sensitive,0,9,Low,Tablet,Credit Card,5/8/2024,False,True,Planned,Express,6,6.847837837837838
89-833-7175,43,Male,Middle,Widowed,High School,High,Kęsowo,Animal Feed,209.62,12,Mixed,1,2,1.0,Medium,Very Sensitive,0,7,Medium,Tablet,Other,10/12/2024,True,False,Planned,Standard,9,4.8748837209302325
08-117-9893,49,Male,High,Single,High School,Middle,Colombo,Baby Products,411.62,6,Mixed,2,1,0.0,Medium,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,10/5/2024,True,False,Wants-based,Express,12,8.400408163265306
24-109-2173,27,Female,High,Single,Bachelor's,High,Messíni,Food & Beverages,388.01,2,Online,1,5,1.0,High,Very Sensitive,1,2,,Tablet,PayPal,11/19/2024,False,True,Wants-based,Standard,10,14.370740740740741
79-939-2140,41,Male,Middle,Widowed,High School,High,Yishui,Health Care,50.78,6,Online,5,1,1.0,Low,Somewhat Sensitive,1,8,,Tablet,Debit Card,1/12/2024,False,True,Need-based,Standard,9,1.2385365853658536
95-999-0984,33,Male,High,Divorced,Bachelor's,Middle,Nanyaojie,Packages),159.82,2,In-Store,2,1,1.0,High,Very Sensitive,2,8,Medium,Tablet,Cash,12/9/2024,True,True,Planned,No Preference,10,4.843030303030303
64-799-3174,46,Male,Middle,Divorced,Master's,Middle,Buzen,Travel & Leisure (Flights,79.43,3,In-Store,1,5,0.0,Medium,Somewhat Sensitive,2,7,,Smartphone,PayPal,1/15/2024,False,False,Wants-based,No Preference,6,1.7267391304347828
27-018-2262,42,Female,Middle,Married,Bachelor's,Middle,Bom Jesus do Itabapoana,Travel & Leisure (Flights,131.36,4,In-Store,4,4,2.0,,Somewhat Sensitive,1,6,High,Smartphone,Debit Card,11/21/2024,False,False,Wants-based,Express,3,3.127619047619048
38-881-0766,27,Male,Middle,Widowed,High School,Middle,Centenario,Beauty & Personal Care,299.75,12,Mixed,2,5,0.3,Low,Very Sensitive,0,4,Low,Desktop,Credit Card,7/5/2024,False,True,Need-based,No Preference,7,11.101851851851851
17-344-8603,29,Male,High,Divorced,Bachelor's,Middle,Al Jīzah,Animal Feed,319.38,9,In-Store,4,1,0.0,Low,Not Sensitive,1,6,High,Tablet,PayPal,11/15/2024,True,True,Need-based,No Preference,8,11.013103448275862
51-387-9144,38,Male,High,Single,Master's,Middle,Thị Trấn Cẩm Thủy,Electronics,476.48,8,Online,5,2,1.0,,Somewhat Sensitive,2,10,High,Desktop,PayPal,7/6/2024,False,True,Impulsive,Express,3,12.538947368421054
42-101-8525,21,Male,Middle,Widowed,Bachelor's,Middle,Curahkalak Tengah,Gardening & Outdoors,301.01,9,Mixed,2,1,2.0,High,Not Sensitive,2,8,Medium,Smartphone,Other,8/23/2024,False,True,Need-based,Express,13,14.333809523809524
69-157-6752,18,Male,Middle,Single,Bachelor's,Middle,Ebu,Electronics,378.71,5,Online,4,1,2.0,Medium,Somewhat Sensitive,2,5,,Desktop,Other,8/30/2024,True,True,Planned,Express,14,21.03944444444444
27-843-5553,44,Non-binary,Middle,Single,Bachelor's,Middle,Tío Pujio,Mobile Accessories,314.32,6,Online,1,4,2.0,High,Very Sensitive,2,5,Low,Smartphone,Credit Card,3/16/2024,True,False,Impulsive,Standard,7,7.143636363636364
04-468-5487,22,Male,Middle,Married,High School,High,Créteil,Office Supplies,210.9,12,In-Store,2,1,2.0,,Somewhat Sensitive,1,1,,Tablet,Debit Card,8/17/2024,False,False,Impulsive,Standard,12,9.586363636363636
08-584-8296,18,Female,Middle,Divorced,High School,High,Shaxi,Food & Beverages,218.26,4,Mixed,3,1,2.0,Low,Very Sensitive,0,8,High,Smartphone,Debit Card,2/27/2024,False,False,Wants-based,Standard,12,12.125555555555556
81-014-4502,24,Female,Middle,Widowed,Master's,Middle,Kelīshād va Sūdarjān,Animal Feed,424.18,5,Mixed,4,4,1.0,,Not Sensitive,2,4,Medium,Smartphone,Debit Card,2/14/2024,False,True,Need-based,Express,5,17.674166666666668
65-167-9819,28,Male,High,Divorced,High School,Middle,Punta Gorda,Luxury Goods,430.75,11,Online,1,3,1.0,Low,Somewhat Sensitive,0,8,High,Tablet,Credit Card,6/24/2024,True,False,Planned,No Preference,6,15.383928571428571
19-925-2376,24,Male,High,Single,Bachelor's,Middle,Segodim,Mobile Accessories,162.95,11,In-Store,1,2,2.0,High,Very Sensitive,1,8,Low,Desktop,Cash,7/21/2024,False,True,Impulsive,Express,14,6.789583333333333
03-669-7519,40,Female,Middle,Married,Master's,High,Yinying,Health Supplements,209.68,2,Online,3,1,1.0,,Not Sensitive,0,1,Medium,Smartphone,Other,6/30/2024,False,True,Impulsive,Express,8,5.242
00-520-4376,50,Male,High,Widowed,Bachelor's,Middle,Harembo,Beauty & Personal Care,97.97,2,In-Store,5,5,1.0,Low,Somewhat Sensitive,0,10,,Desktop,Credit Card,10/3/2024,True,False,Planned,No Preference,1,1.9594
62-701-1037,49,Male,Middle,Widowed,Master's,High,Lazarevac,Books,192.51,9,Mixed,2,5,2.0,Medium,Very Sensitive,0,2,Medium,Smartphone,Credit Card,8/23/2024,True,False,Need-based,Standard,9,3.9287755102040816
87-806-4478,35,Male,Middle,Widowed,Master's,Middle,Al Jīzah,Electronics,151.81,8,Online,3,4,0.0,Medium,Not Sensitive,1,10,,Tablet,Debit Card,1/13/2024,False,False,Planned,No Preference,1,4.337428571428571
04-809-8989,25,Female,High,Married,High School,Middle,Zhongcun,Furniture,239.28,8,Online,1,4,1.0,Medium,Somewhat Sensitive,2,5,Medium,Tablet,Other,11/8/2024,False,True,Impulsive,No Preference,10,9.5712
39-867-1989,40,Female,High,Widowed,High School,High,Gaopeng,Mobile Accessories,306.17,4,In-Store,3,5,1.0,Medium,Somewhat Sensitive,0,6,Medium,Tablet,PayPal,1/29/2024,False,True,Wants-based,Express,8,7.65425
45-584-7333,40,Female,High,Widowed,Master's,High,Tabonok,Electronics,370.38,11,In-Store,1,2,1.0,,Not Sensitive,1,1,High,Desktop,Other,3/4/2024,True,True,Wants-based,No Preference,9,9.2595
85-885-6579,50,Male,Middle,Single,Bachelor's,Middle,Tirana,Arts & Crafts,346.58,6,Mixed,5,1,1.0,High,Somewhat Sensitive,0,9,Low,Tablet,Other,6/3/2024,False,False,Impulsive,Express,7,6.9315999999999995
65-457-2840,24,Male,Middle,Single,High School,Middle,Maralal,Software & Apps,292.64,5,In-Store,1,1,1.0,,Somewhat Sensitive,2,10,Medium,Tablet,Credit Card,12/6/2024,True,False,Wants-based,Standard,1,12.193333333333333
82-726-1255,30,Female,Middle,Married,Bachelor's,High,Xinjiang,Travel & Leisure (Flights,102.91,12,Mixed,2,1,1.0,Medium,Very Sensitive,1,10,,Desktop,PayPal,3/26/2024,True,False,Impulsive,Express,13,3.430333333333333
90-602-3583,32,Female,High,Widowed,Bachelor's,Middle,Mocho,Home Appliances,283.78,4,Mixed,2,4,1.2,,Somewhat Sensitive,0,6,,Smartphone,Debit Card,8/9/2024,True,False,Need-based,Express,10,8.868125
02-711-1034,48,Female,High,Widowed,High School,Middle,Likhoy,Beauty & Personal Care,51.44,2,In-Store,1,3,2.0,High,Not Sensitive,0,1,High,Tablet,Other,5/17/2024,True,False,Planned,No Preference,5,1.0716666666666665
27-347-7437,44,Female,High,Married,Bachelor's,High,Mineiros,Luxury Goods,405.7,12,Online,1,3,1.0,Low,Very Sensitive,2,10,Low,Tablet,Credit Card,2/17/2024,True,True,Wants-based,Standard,14,9.220454545454546
95-675-7816,19,Female,High,Widowed,Master's,Middle,Noisy-le-Grand,Groceries,311.74,11,Mixed,1,4,2.0,Low,Somewhat Sensitive,2,10,Medium,Smartphone,PayPal,1/17/2024,True,False,Impulsive,Express,11,16.40736842105263
87-418-1400,39,Male,Middle,Widowed,Bachelor's,High,Taoyuan,Clothing,293.43,9,In-Store,4,4,1.0,Medium,Very Sensitive,0,5,,Desktop,Cash,7/5/2024,False,True,Need-based,Standard,7,7.523846153846154
73-991-0066,35,Female,High,Single,Bachelor's,Middle,San Marcos de Colón,Baby Products,418.51,6,Online,4,4,2.0,Low,Somewhat Sensitive,2,2,High,Desktop,Credit Card,5/1/2024,False,True,Need-based,Standard,3,11.95742857142857
